# Distance | g(r) | Coordination Number | Gij [cm^3/mol]
       12.65000         0.99817       310.57177       -57.94143
       12.75000         0.99950       318.04613       -58.00321
       12.85000         0.99954       325.63851       -58.06074
       12.95000         0.99898       333.34518       -58.19060
       13.05000         0.99947       341.17522       -58.25840
       13.15000         0.99658       349.10270       -58.70607
       13.25000         0.99939       357.17387       -58.78762
       13.35000         1.00115       365.38178       -58.63277
       13.45000         0.99933       373.69797       -58.72482
       13.55000         1.00216       382.16216       -58.42516
       13.65000         0.99979       390.73146       -58.45487
       13.75000         1.00111       399.43826       -58.29617
       13.85000         1.00103       408.27142       -58.14728
       13.95000         0.99987       417.22227       -58.16626
       14.05000         1.00105       426.31261       -58.00933
       14.15000         1.00136       435.53566       -57.80321
       14.25000         1.00192       444.89474       -57.50850
       14.35000         1.00102       454.37713       -57.34958
       14.45000         0.99749       463.95821       -57.74660
       14.55000         1.00064       473.70308       -57.64384
       14.65000         1.00009       483.57694       -57.62871
       14.75000         0.99902       493.57528       -57.79063
       14.85000         1.00075       503.72719       -57.66620
       14.95000         0.99948       514.00326       -57.75442
       15.05000         0.99765       524.39818       -58.15773
       15.15000         0.99866       534.94237       -58.39080
       15.25000         1.00013       545.64200       -58.36734
       15.35000         0.99944       556.47492       -58.46692
       15.45000         0.99951       567.45016       -58.55592
       15.55000         1.00102       578.58481       -58.36844
       15.65000         1.00069       589.85938       -58.24031
       15.75000         1.00094       601.28136       -58.06331
       15.85000         1.00295       612.87200       -57.50321
       15.95000         0.99903       624.56351       -57.69001
       16.05000         0.99943       636.40679       -57.80187
       16.15000         1.00108       648.41800       -57.58779
       16.25000         1.00091       660.57624       -57.40693
       16.35000         1.00030       672.87709       -57.34701
       16.45000         0.99971       685.32160       -57.40577
       16.55000         1.00066       697.92986       -57.26823
       16.65000         1.00016       710.68454       -57.23434
       16.75000         1.00048       723.59699       -57.13256
       16.85000         1.00003       736.65822       -57.12597
       16.95000         0.99958       749.86894       -57.21796
       17.05000         0.99958       763.23608       -57.30972
       17.15000         0.99914       776.75444       -57.50180
       17.25000         1.00012       790.44443       -57.47376
       17.35000         1.00080       804.30299       -57.29105
       17.45000         0.99902       818.29683       -57.51629
       17.55000         0.99994       832.46450       -57.53061
       17.65000         0.99999       846.79484       -57.53252
       17.75000         0.99971       861.28399       -57.60096
       17.85000         1.00069       875.95111       -57.43555
       17.95000         1.00071       890.78332       -57.26364
       18.05000         0.99971       905.76631       -57.33548
       18.15000         0.99995       920.91946       -57.34770
       18.25000         0.99926       936.22946       -57.53395
       18.35000         0.99994       951.71825       -57.54885
       18.45000         1.00033       967.38232       -57.46506
       18.55000         0.99968       983.20642       -57.54865
       18.65000         0.99991       999.20529       -57.57229
       18.75000         1.00004      1015.37834       -57.56083
       18.85000         0.99987      1031.72153       -57.59587
       18.95000         1.00114      1048.25953       -57.28673
       19.05000         1.00104      1064.97088       -57.00137
       19.15000         1.00030      1081.84561       -56.91904
       19.25000         1.00054      1098.90119       -56.76771
       19.35000         1.00088      1116.14035       -56.51740
       19.45000         0.99983      1133.53984       -56.56567
       19.55000         0.99952      1151.11330       -56.70337
       19.65000         1.00103      1168.89380       -56.40159
       19.75000         0.99933      1186.82514       -56.59991
       19.85000         0.99893      1204.93127       -56.91958
       19.95000         0.99989      1223.23794       -56.95223
       20.05000         0.99899      1241.71188       -57.26017
       20.15000         1.00002      1260.38989       -57.25305
       20.25000         0.99938      1279.24167       -57.44460
       20.35000         0.99913      1298.27528       -57.71734
       20.45000         0.99889      1317.49179       -58.06885
       20.55000         0.99976      1336.91354       -58.14673
       20.65000         1.00047      1356.53872       -57.99573
       20.75000         1.00047      1376.35448       -57.84258
       20.85000         0.99914      1396.33516       -58.12450
       20.95000         0.99974      1416.51993       -58.21214
       21.05000         1.00007      1436.90467       -58.18865
       21.15000         0.99999      1457.48198       -58.19063
       21.25000         1.00075      1478.26997       -57.93542
       21.35000         1.00136      1499.26697       -57.46558
       21.45000         0.99953      1520.42231       -57.62993
       21.55000         0.99909      1541.76593       -57.95100
       21.65000         0.99969      1563.32112       -58.06067
       21.75000         1.00123      1585.10935       -57.62096
       21.85000         1.00164      1607.10737       -57.02961
       21.95000         0.99964      1629.26299       -57.16019
       22.05000         1.00108      1651.65312       -56.76250
       22.15000         1.00011      1674.22494       -56.72079
       22.25000         1.00016      1697.00212       -56.66085
       22.35000         0.99988      1719.97801       -56.70706
       22.45000         0.99888      1743.13675       -57.13538
       22.55000         0.99943      1766.51511       -57.35624
       22.65000         1.00048      1790.12627       -57.16801
       22.75000         0.99911      1813.91363       -57.51684
       22.85000         0.99918      1837.91231       -57.83998
       22.95000         1.00037      1862.15026       -57.69285
       23.05000         0.99977      1886.58520       -57.78619
       23.15000         1.00019      1911.24315       -57.70724
       23.25000         0.99943      1936.09551       -57.94119
       23.35000         0.99958      1961.16598       -58.11368
       23.45000         0.99992      1986.46031       -58.14518
       23.55000         1.00089      2011.99553       -57.77057
       23.65000         0.99974      2037.71852       -57.87880
       23.75000         0.99965      2063.65708       -58.02781
       23.85000         1.00116      2089.85410       -57.52709
       23.95000         1.00006      2116.24215       -57.50102
       24.05000         0.99891      2142.82033       -57.97977
       24.15000         1.00028      2169.65676       -57.85750
       24.25000         0.99954      2196.69599       -58.06170
       24.35000         0.99984      2223.96673       -58.13542
       24.45000         0.99943      2251.45063       -58.39535
       24.55000         0.99975      2279.16887       -58.50821
       24.65000         1.00051      2307.13463       -58.27251
       24.75000         1.00106      2335.34327       -57.77972
       24.85000         1.00023      2363.75659       -57.67303
       24.95000         1.00047      2392.40600       -57.45143
       25.05000         1.00017      2421.27689       -57.36987
       25.15000         1.00049      2450.38800       -57.13548
       25.25000         1.00036      2479.72730       -56.96122
       25.35000         1.00081      2509.31262       -56.56911
       25.45000         0.99983      2539.10276       -56.65171
       25.55000         1.00036      2569.14334       -56.47386
       25.65000         0.99983      2599.40348       -56.55866
       25.75000         0.99889      2629.87139       -57.11516
       25.85000         0.99996      2660.60931       -57.13465
       25.95000         0.99971      2691.57787       -57.27993
       26.05000         0.99957      2722.78113       -57.49951
       26.15000         0.99924      2754.21389       -57.89380
       26.25000         0.99972      2785.90278       -58.03984
       26.35000         1.00000      2817.84262       -58.03819
       26.45000         1.00089      2850.05382       -57.56826
       26.55000         0.99944      2882.46213       -57.86633
       26.65000         0.99986      2915.12876       -57.94079
       26.75000         0.99966      2948.03436       -58.12513
       26.85000         0.99881      2981.15834       -58.77319
       26.95000         1.00073      3014.59363       -58.37144
       27.05000         1.00033      3048.26386       -58.19094
       27.15000         1.00084      3082.20095       -57.72225
       27.25000         0.99980      3116.35281       -57.83705
       27.35000         1.00059      3150.78327       -57.50067
       27.45000         0.99964      3185.43278       -57.70769
       27.55000         0.99951      3220.33078       -57.98892
       27.65000         1.00050      3255.51746       -57.69853
       27.75000         1.00026      3290.95060       -57.54617
       27.85000         1.00011      3326.63424       -57.48035
       27.95000         0.99944      3362.55029       -57.81402
       28.05000         1.00004      3398.74566       -57.79037
       28.15000         1.00033      3435.21020       -57.59178
       28.25000         0.99953      3471.90470       -57.87805
       28.35000         1.00034      3508.88947       -57.67262
       28.45000         1.00045      3546.13992       -57.39487
       28.55000         1.00005      3583.63740       -57.36666
       28.65000         1.00066      3621.42140       -56.95376
       28.75000         0.99953      3659.42633       -57.25014
       28.85000         0.99885      3697.67023       -57.97407
       28.95000         0.99990      3736.22032       -58.03521
       29.05000         1.00047      3775.05902       -57.73756
       29.15000         0.99980      3814.13940       -57.86835
       29.25000         1.00027      3853.50704       -57.69303
       29.35000         0.99967      3893.12060       -57.90668
       29.45000         0.99951      3932.99815       -58.22725
       29.55000         0.99940      3973.14250       -58.62364
       29.65000         1.00023      4013.59258       -58.47054
       29.75000         1.00058      4054.33039       -58.07903
       29.85000         1.00058      4095.34250       -57.68553
       29.95000         0.99971      4136.59394       -57.88028
