#! FIELDS d projection
#! SET min_d 0.207477
#! SET max_d 1.61485
#! SET nbins_d  400
#! SET periodic_d false
    0.207477000   77.218780085
    0.211004251   77.218575211
    0.214531501   77.217626471
    0.218058752   77.214800945
    0.221586003   77.207167781
    0.225113253   77.186380890
    0.228640504   77.132794428
    0.232167754   76.994323432
    0.235695005   76.626514870
    0.239222256   75.601894714
    0.242749506   72.957706160
    0.246276757   67.967151403
    0.249804008   61.069374684
    0.253331258   52.935531793
    0.256858509   44.208768425
    0.260385759   35.524217732
    0.263913010   27.435543404
    0.267440261   20.311928945
    0.270967511   14.328563788
    0.274494762    9.520495391
    0.278022013    5.836166230
    0.281549263    3.177606206
    0.285076514    1.417014860
    0.288603764    0.408391259
    0.292131015    0.000000000
    0.295658266    0.076194337
    0.299185516    0.571067839
    0.302712767    1.448549252
    0.306240018    2.622859906
    0.309767268    3.950785187
    0.313294519    5.250941687
    0.316821769    6.331058114
    0.320349020    7.076347419
    0.323876271    7.472287599
    0.327403521    7.553892857
    0.330930772    7.322185585
    0.334458023    6.771635193
    0.337985273    5.989000526
    0.341512524    5.138754576
    0.345039774    4.324961551
    0.348567025    3.564055620
    0.352094276    2.866115265
    0.355621526    2.270072187
    0.359148777    1.840535110
    0.362676028    1.627525623
    0.366203278    1.629158032
    0.369730529    1.804560366
    0.373257779    2.075999237
    0.376785030    2.413894790
    0.380312281    2.820950544
    0.383839531    3.317261318
    0.387366782    3.928781214
    0.390894033    4.644415178
    0.394421283    5.366632369
    0.397948534    5.984759296
    0.401475784    6.427495029
    0.405003035    6.715938355
    0.408530286    6.930686426
    0.412057536    7.150936242
    0.415584787    7.360300248
    0.419112038    7.466641288
    0.422639288    7.414174871
    0.426166539    7.228999164
    0.429693789    7.032471424
    0.433221040    6.948240511
    0.436748291    6.989038285
    0.440275541    7.075763799
    0.443802792    7.116379995
    0.447330043    7.081844970
    0.450857293    6.992163063
    0.454384544    6.876396763
    0.457911794    6.747770731
    0.461439045    6.603838471
    0.464966296    6.462924177
    0.468493546    6.365981134
    0.472020797    6.341291555
    0.475548048    6.369108874
    0.479075298    6.417166544
    0.482602549    6.467317209
    0.486129799    6.525528479
    0.489657050    6.592814647
    0.493184301    6.673596249
    0.496711551    6.754782552
    0.500238802    6.852256654
    0.503766053    7.016722323
    0.507293303    7.290555275
    0.510820554    7.654055469
    0.514347805    8.017680912
    0.517875055    8.292386582
    0.521402306    8.468705607
    0.524929556    8.620316863
    0.528456807    8.833936067
    0.531984058    9.140357942
    0.535511308    9.477141930
    0.539038559    9.743523446
    0.542565810    9.878691894
    0.546093060    9.922097062
    0.549620311    9.956418751
    0.553147561   10.047512021
    0.556674812   10.204894749
    0.560202063   10.405145116
    0.563729313   10.622764057
    0.567256564   10.847397144
    0.570783815   11.084779827
    0.574311065   11.344076091
    0.577838316   11.632319752
    0.581365566   11.964304283
    0.584892817   12.347553914
    0.588420068   12.789394244
    0.591947318   13.274518067
    0.595474569   13.762253481
    0.599001820   14.211592154
    0.602529070   14.612026559
    0.606056321   14.961621544
    0.609583571   15.288235023
    0.613110822   15.588759899
    0.616638073   15.839739461
    0.620165323   15.991099698
    0.623692574   16.031755838
    0.627219825   15.997713662
    0.630747075   15.951002325
    0.634274326   15.926587667
